zone,date,population,day_of_week,is_weekend,is_poya,rainfall_mm,season,prev_volume_tons,waste_volume_tons,demand_level
Galle,2026-09-06,100000,6,1,0,33.46,monsoon,66.19,68.51,HIGH
Galle,2026-09-07,100000,0,0,0,14.97,monsoon,68.51,58.69,MEDIUM
Galle,2026-09-08,100000,1,0,0,13.44,monsoon,58.69,54.06,MEDIUM
Galle,2026-09-09,100000,2,0,0,10.77,monsoon,54.06,56.68,MEDIUM
Galle,2026-09-10,100000,3,0,0,1.65,monsoon,56.68,55.14,MEDIUM
Galle,2026-09-11,100000,4,0,0,15.84,monsoon,55.14,48.46,LOW
Galle,2026-09-12,100000,5,1,0,45.1,monsoon,48.46,57.61,MEDIUM
Galle,2026-09-13,100000,6,1,0,10.59,monsoon,57.61,66.43,HIGH
Galle,2026-09-14,100000,0,0,0,15.08,monsoon,66.43,60.42,MEDIUM
Galle,2026-09-15,100000,1,0,0,6.74,monsoon,60.42,57.21,MEDIUM
Galle,2026-09-16,100000,2,0,0,9.59,monsoon,57.21,55.5,MEDIUM
Galle,2026-09-17,100000,3,0,0,3.27,monsoon,55.5,49.56,LOW
Galle,2026-09-18,100000,4,0,0,14.15,monsoon,49.56,49.82,LOW
Galle,2026-09-19,100000,5,1,0,10.9,monsoon,49.82,58.43,MEDIUM
Galle,2026-09-20,100000,6,1,0,0.08,monsoon,58.43,68.21,HIGH
Galle,2026-09-21,100000,0,0,0,12.73,monsoon,68.21,60.01,MEDIUM
Galle,2026-09-22,100000,1,0,0,10.78,monsoon,60.01,58.54,MEDIUM
Galle,2026-09-23,100000,2,0,0,7.59,monsoon,58.54,56.28,MEDIUM
Galle,2026-09-24,100000,3,0,0,1.37,monsoon,56.28,53.2,MEDIUM
Galle,2026-09-25,100000,4,0,0,6.35,monsoon,53.2,54.84,MEDIUM
Galle,2026-09-26,100000,5,1,1,10.62,monsoon,54.84,78.9,HIGH
Galle,2026-09-27,100000,6,1,0,18.17,monsoon,78.9,79.95,HIGH
Galle,2026-09-28,100000,0,0,0,74.04,monsoon,79.95,59.63,MEDIUM
Galle,2026-09-29,100000,1,0,0,7.53,monsoon,59.63,55.52,MEDIUM
Galle,2026-09-30,100000,2,0,0,8.22,monsoon,55.52,57.55,MEDIUM
Galle,2026-10-01,100000,3,0,0,18.78,monsoon,57.55,55.77,MEDIUM
Galle,2026-10-02,100000,4,0,0,14.04,monsoon,55.77,57.92,MEDIUM
Galle,2026-10-03,100000,5,1,0,46.54,monsoon,57.92,56.94,MEDIUM
Galle,2026-10-04,100000,6,1,0,25.82,monsoon,56.94,58.33,MEDIUM
Galle,2026-10-05,100000,0,0,0,17.4,monsoon,58.33,54.97,MEDIUM
Galle,2026-10-06,100000,1,0,0,1.82,monsoon,54.97,52.7,MEDIUM
Galle,2026-10-07,100000,2,0,0,6.91,monsoon,52.7,47.77,LOW
Galle,2026-10-08,100000,3,0,0,1.93,monsoon,47.77,55.57,MEDIUM
Galle,2026-10-09,100000,4,0,0,1.1,monsoon,55.57,53.94,MEDIUM
Galle,2026-10-10,100000,5,1,0,1.25,monsoon,53.94,64.05,HIGH
Galle,2026-10-11,100000,6,1,0,16.57,monsoon,64.05,67.99,HIGH
Galle,2026-10-12,100000,0,0,0,17.03,monsoon,67.99,64.73,HIGH
Galle,2026-10-13,100000,1,0,0,0.15,monsoon,64.73,55.1,MEDIUM
Galle,2026-10-14,100000,2,0,0,15.16,monsoon,55.1,55.62,MEDIUM
Galle,2026-10-15,100000,3,0,0,31.04,monsoon,55.62,51.86,LOW
Galle,2026-10-16,100000,4,0,0,19.31,monsoon,51.86,53.59,MEDIUM
Galle,2026-10-17,100000,5,1,0,2.3,monsoon,53.59,60.39,MEDIUM
Galle,2026-10-18,100000,6,1,0,0.18,monsoon,60.39,61.68,MEDIUM
Galle,2026-10-19,100000,0,0,0,9.98,monsoon,61.68,56.57,MEDIUM
Galle,2026-10-20,100000,1,0,0,12.91,monsoon,56.57,50.39,LOW
Galle,2026-10-21,100000,2,0,0,19.59,monsoon,50.39,54.71,MEDIUM
Galle,2026-10-22,100000,3,0,0,15.85,monsoon,54.71,56.15,MEDIUM
Galle,2026-10-23,100000,4,0,0,8.43,monsoon,56.15,57.9,MEDIUM
Galle,2026-10-24,100000,5,1,0,16.77,monsoon,57.9,62.32,MEDIUM
Galle,2026-10-25,100000,6,1,1,23.34,monsoon,62.32,72.88,HIGH
Galle,2026-10-26,100000,0,0,0,8.87,monsoon,72.88,65.39,HIGH
Galle,2026-10-27,100000,1,0,0,29.23,monsoon,65.39,55.52,MEDIUM
Galle,2026-10-28,100000,2,0,0,37.27,monsoon,55.52,44.73,LOW
Galle,2026-10-29,100000,3,0,0,13.09,monsoon,44.73,47.96,LOW
Galle,2026-10-30,100000,4,0,0,6.96,monsoon,47.96,55.84,MEDIUM
Galle,2026-10-31,100000,5,1,0,17.49,monsoon,55.84,65.88,HIGH
Galle,2026-11-01,100000,6,1,0,7.04,monsoon,65.88,68.81,HIGH
Galle,2026-11-02,100000,0,0,0,2.31,monsoon,68.81,58.56,MEDIUM
Galle,2026-11-03,100000,1,0,0,33.12,monsoon,58.56,48.45,LOW
Galle,2026-11-04,100000,2,0,0,0.39,monsoon,48.45,50.54,LOW
Galle,2026-11-05,100000,3,0,0,15.57,monsoon,50.54,48.89,LOW
Galle,2026-11-06,100000,4,0,0,1.12,monsoon,48.89,55.28,MEDIUM
Galle,2026-11-07,100000,5,1,0,7.91,monsoon,55.28,66.46,HIGH
Galle,2026-11-08,100000,6,1,0,13.96,monsoon,66.46,66.59,HIGH
Galle,2026-11-09,100000,0,0,0,6.8,monsoon,66.59,66.0,HIGH
Galle,2026-11-10,100000,1,0,0,2.27,monsoon,66.0,59.23,MEDIUM
Galle,2026-11-11,100000,2,0,0,9.97,monsoon,59.23,57.13,MEDIUM
Galle,2026-11-12,100000,3,0,0,49.87,monsoon,57.13,49.15,LOW
Galle,2026-11-13,100000,4,0,0,7.27,monsoon,49.15,49.05,LOW
Galle,2026-11-14,100000,5,1,0,0.35,monsoon,49.05,58.84,MEDIUM
Galle,2026-11-15,100000,6,1,0,21.17,monsoon,58.84,53.95,MEDIUM
Galle,2026-11-16,100000,0,0,0,34.55,monsoon,53.95,48.05,LOW
Galle,2026-11-17,100000,1,0,0,1.85,monsoon,48.05,51.27,LOW
Galle,2026-11-18,100000,2,0,0,32.89,monsoon,51.27,48.45,LOW
Galle,2026-11-19,100000,3,0,0,13.86,monsoon,48.45,47.49,LOW
Galle,2026-11-20,100000,4,0,0,6.24,monsoon,47.49,47.16,LOW
Galle,2026-11-21,100000,5,1,0,11.69,monsoon,47.16,59.25,MEDIUM
Galle,2026-11-22,100000,6,1,0,11.7,monsoon,59.25,62.45,MEDIUM
Galle,2026-11-23,100000,0,0,0,21.53,monsoon,62.45,52.25,LOW
Galle,2026-11-24,100000,1,0,1,5.4,monsoon,52.25,70.41,HIGH
Galle,2026-11-25,100000,2,0,0,4.5,monsoon,70.41,59.23,MEDIUM
Galle,2026-11-26,100000,3,0,0,50.91,monsoon,59.23,49.03,LOW
Galle,2026-11-27,100000,4,0,0,12.24,monsoon,49.03,54.66,MEDIUM
Galle,2026-11-28,100000,5,1,0,2.25,monsoon,54.66,58.03,MEDIUM
Galle,2026-11-29,100000,6,1,0,8.81,monsoon,58.03,64.43,HIGH
Galle,2026-11-30,100000,0,0,0,7.71,monsoon,64.43,66.13,HIGH
Galle,2026-12-01,100000,1,0,0,25.46,dry,66.13,55.31,MEDIUM
Galle,2026-12-02,100000,2,0,0,4.21,dry,55.31,57.63,MEDIUM
Galle,2026-12-03,100000,3,0,0,4.85,dry,57.63,55.08,MEDIUM
Galle,2026-12-04,100000,4,0,0,0.2,dry,55.08,51.53,LOW
Galle,2026-12-05,100000,5,1,0,3.23,dry,51.53,57.06,MEDIUM
Galle,2026-12-06,100000,6,1,0,16.63,dry,57.06,65.1,HIGH
Galle,2026-12-07,100000,0,0,0,12.01,dry,65.1,60.78,MEDIUM
Galle,2026-12-08,100000,1,0,0,10.2,dry,60.78,62.76,MEDIUM
Galle,2026-12-09,100000,2,0,0,0.7,dry,62.76,57.88,MEDIUM
Galle,2026-12-10,100000,3,0,0,7.9,dry,57.88,57.21,MEDIUM
Galle,2026-12-11,100000,4,0,0,1.61,dry,57.21,55.76,MEDIUM
Galle,2026-12-12,100000,5,1,0,19.81,dry,55.76,60.46,MEDIUM
Galle,2026-12-13,100000,6,1,0,3.3,dry,60.46,67.09,HIGH
Galle,2026-12-14,100000,0,0,0,2.35,dry,67.09,63.92,HIGH
Galle,2026-12-15,100000,1,0,0,1.68,dry,63.92,61.22,MEDIUM
Galle,2026-12-16,100000,2,0,0,2.44,dry,61.22,56.12,MEDIUM
Galle,2026-12-17,100000,3,0,0,3.58,dry,56.12,63.03,MEDIUM
Galle,2026-12-18,100000,4,0,0,10.03,dry,63.03,58.27,MEDIUM
Galle,2026-12-19,100000,5,1,0,19.75,dry,58.27,68.41,HIGH
Galle,2026-12-20,100000,6,1,0,7.23,dry,68.41,70.04,HIGH
Galle,2026-12-21,100000,0,0,0,4.26,dry,70.04,65.72,HIGH
Galle,2026-12-22,100000,1,0,0,11.18,dry,65.72,59.8,MEDIUM
Galle,2026-12-23,100000,2,0,1,0.32,dry,59.8,71.38,HIGH
Galle,2026-12-24,100000,3,0,0,3.57,dry,71.38,65.95,HIGH
Galle,2026-12-25,100000,4,0,0,4.93,dry,65.95,65.86,HIGH
Galle,2026-12-26,100000,5,1,0,6.41,dry,65.86,68.83,HIGH
Galle,2026-12-27,100000,6,1,0,5.9,dry,68.83,70.07,HIGH
Galle,2026-12-28,100000,0,0,0,2.22,dry,70.07,60.48,MEDIUM
Galle,2026-12-29,100000,1,0,0,8.16,dry,60.48,55.28,MEDIUM
Galle,2026-12-30,100000,2,0,0,15.79,dry,55.28,53.26,MEDIUM
Galle,2026-12-31,100000,3,0,0,0.04,dry,53.26,52.66,MEDIUM
